Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,A3MS
R1,1064.51,-12.54,600.82,4.245767208,A2979019700_4,70012,2.44E-06,71.7,0.21,0,3.083170699,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.076943926,A2979019700_23,,,,,0,2.547761948,A2979019700_23,,,,,4.69E-13,0.904022924,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.59136402,A2979019700_25,70010,1.10E-06,2.35,0.34,0,19.6686589,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.477787734,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.032289381,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.321355618,A2979019700_25,70010,1.10E-06,2.35,0.34,0,11.65257014,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.100329907,A2979019700_25,70010,1.10E-06,2.35,0.34,0,20.9312853,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.733868406,A2979019700_25,70010,1.10E-06,2.35,0.34,0,11.01921911,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.881105843,A2979019700_24,70010,1.10E-06,2.35,0.34,0,49.08247313,A2966800800_70,40007,1.03E-06,2.95,0.35,2.588305983,17.75983736,A2239010401_28,70020,0,70020,0,4.595337746,12.7780755,A2239010401_28,70020,0,70020,0,2.010767836,2.412921403,A2239010401_28,70020,0,70020,0,6.688089626,8.812436055,A2966800000_15,70031,2.70E-06,70,0.3,3.000394622,33.02370783,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1261
R1,1051.75,-1.85,614.19,3.711960026,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.8268433,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.070581089,A2979019700_23,,,,,0,2.338005317,A2979019700_13,70009,2.50E-06,22.54,0.23,1.14E-13,0.827413734,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.221601102,A2979019700_25,70010,1.10E-06,2.35,0.34,0,27.50300538,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.356575871,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.37317671,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.990742522,A2979019700_25,70010,1.10E-06,2.35,0.34,0,17.42771383,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.488968872,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.011865065,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.730568965,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.169257469,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.079051023,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.664531669,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.479631613,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.94646216,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.755544034,A2979019700_24,70010,1.10E-06,2.35,0.34,0,75.51107121,A2239010401_28,70020,0,70020,0,8.605914127,0.300312558,A2239010401_28,70020,0,70020,0,1.501562791,6.608305032,A2966800000_15,70031,2.70E-06,70,0.3,2.770503786,0,A2966800000_15,70031,2.70E-06,70,0.3,3.000143978,33.12695797,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3048
R1,1048.64,30.37,617.55,3.602619101,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.7728359,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.069239304,A2979019700_23,,,,,0,2.293740905,A2979019700_23,,,,,0,0.811245114,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.143371655,A2979019700_25,70010,1.10E-06,2.35,0.34,0,16.66371698,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.51713821,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.350885808,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.432794478,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.131877803,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.917001069,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.180746625,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.752553699,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.64181873,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.782716146,A2979019700_25,70010,1.10E-06,2.35,0.34,0,31.94979783,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.732901107,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.123716081,A2979019700_7,70037,9.60E-07,1.2,0.3,0,3.00117983,A2979019700_7,70037,9.60E-07,1.2,0.3,0,68.8995486,A2239010401_28,70020,0,70020,0,7.935861971,0.471016828,A2239010401_28,70020,0,70020,0,1.500742888,9.352979641,A2966800000_15,70031,2.70E-06,70,0.3,3.00000432,33.13005184,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6348
R1,1045.22,71.9,621.28,3.473518677,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.712495121,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.067739714,A2979019700_23,,,,,0,2.244258285,A2979019700_23,,,,,0,0.793246218,A2979019700_25,70010,1.10E-06,2.35,0.34,0,16.2861611,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.317581868,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.45846124,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.438523915,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.034640689,A2979019700_25,70010,1.10E-06,2.35,0.34,0,26.38348388,A2979019700_24,70010,1.10E-06,2.35,0.34,0,14.12224512,A2979019700_24,70010,1.10E-06,2.35,0.34,0,91.55318722,A2239010401_28,70020,0,70020,0,3.000298911,1.767099929,A2239010401_28,70020,0,70020,0,1.533228873,9.342180702,A2966800000_15,70031,2.70E-06,70,0.3,3.000005107,33.14997743,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5181
R1,1036.97,97.61,630.5,3.199698388,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.575238823,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.064326881,A2979019700_23,,,,,0,2.131596398,A2979019700_23,,,,,1.15E-13,0.752490869,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.855770763,A2979019700_25,70010,1.10E-06,2.35,0.34,0,23.93713268,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.995835556,A2979019700_25,70010,1.10E-06,2.35,0.34,0,19.39337151,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.371392255,A2979019700_24,70010,1.10E-06,2.35,0.34,0,42.70069726,A2966800800_70,40007,1.03E-06,2.95,0.35,2.439202059,73.96472558,A2966800000_15,70031,2.70E-06,70,0.3,3.000499231,33.206905,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3018
R1,1031.86,120.46,636.36,3.070026878,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.517718886,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.062895971,A2979019700_23,,,,,0,2.084341373,A2979019700_23,,,,,1.42E-14,0.735399524,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.703932956,A2979019700_25,70010,1.10E-06,2.35,0.34,0,6.270936026,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.744744896,A2979019700_25,70010,1.10E-06,2.35,0.34,0,14.38456498,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.968060267,A2979019700_25,70010,1.10E-06,2.35,0.34,0,64.35231937,A2966800800_70,40007,1.03E-06,2.95,0.35,2.398472881,73.13533881,A2966800000_15,70031,2.70E-06,70,0.3,3.030026244,33.63795468,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1751
R1,1048.03,48.28,618.22,3.586953041,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.761982307,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.068969605,A2979019700_23,,,,,0,2.284842501,A2979019700_13,70009,2.50E-06,22.54,0.23,1.14E-13,0.808002816,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.12762946,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.708261266,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.026909358,A2979019700_25,70010,1.10E-06,2.35,0.34,0,23.23589247,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.092432004,A2979019700_25,70010,1.10E-06,2.35,0.34,0,52.84442095,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.7273985,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.241715721,A2979019700_7,70037,9.60E-07,1.2,0.3,0,2.458625538,A2979019700_7,70037,9.60E-07,1.2,0.3,0,70.02208928,A2239010401_28,70020,0,70020,0,6.900727122,0.654793006,A2239010401_28,70020,0,70020,0,1.50060788,9.350138664,A2966800000_15,70031,2.70E-06,70,0.3,3.000009855,33.13230399,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3985
R1,1059.37,44.78,606.13,4.019150778,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.97498506,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.074259554,A2979019700_23,,,,,0,2.45929975,A2979019700_23,,,,,1.14E-13,0.87171542,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.561886844,A2979019700_25,70010,1.10E-06,2.35,0.34,0,87.5227855,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.835475019,A2979019700_24,70010,1.10E-06,2.35,0.34,0,40.59078319,A2966800800_70,40007,1.03E-06,2.95,0.35,2.621296583,33.98825386,A2239010401_28,70020,0,70020,0,2.00657447,2.611405081,A2239010401_28,70020,0,70020,0,1.734474517,2.348719826,A2239010401_28,70020,0,70020,0,1.777281633,9.390942574,A2966800000_15,70031,2.70E-06,70,0.3,3.000000377,33.07490733,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8839
R1,1068.52,37.63,596.74,4.414018735,A2979019700_4,70012,2.44E-06,71.7,0.21,0,3.162931892,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.078921916,A2979019700_23,,,,,0,2.612916133,A2979019700_13,70009,2.50E-06,22.54,0.23,2.27E-13,0.927882185,A2979019700_25,70010,1.10E-06,2.35,0.34,0,8.92889742,A2979019700_25,70010,1.10E-06,2.35,0.34,0,90.82040586,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.930419518,A2979019700_24,70010,1.10E-06,2.35,0.34,0,40.81922516,A2966800800_70,40007,1.03E-06,2.95,0.35,2.543248586,17.9889177,A2239010401_28,70020,0,70020,0,16.85123655,0.708282989,A2239010401_28,70020,0,70020,0,2.639556325,0.201400681,A2239010401_28,70020,0,70020,0,1.409796709,2.803360663,A2239010401_28,70020,0,70020,0,5.655425631,5.036707696,A2966800000_15,70031,2.70E-06,70,0.3,2.894151565,0,A2966800000_15,70031,2.70E-06,70,0.3,3.00000237,33.0322057,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2782
R1,1009.53,192.37,663.35,2.5506403,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.318684543,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.057941631,A2979019700_23,,,,,0,1.274254479,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.646390466,A2979019700_13,70009,2.50E-06,22.54,0.23,2.27E-13,4.329617718,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,7.761901057,A2979019700_25,70010,1.10E-06,2.35,0.34,0,33.05272165,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.849818736,A2979019700_24,70010,1.10E-06,2.35,0.34,0,39.64561222,A2966800800_70,40007,1.03E-06,2.95,0.35,2.252084363,67.94366449,A2966800000_15,70031,2.70E-06,70,0.3,1.539639324,0.663210058,A2966800000_15,70031,2.70E-06,70,0.3,3,33.32328335,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4939
R1,1005.36,211.61,668.68,2.450321584,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.267334002,A2979019700_4,70012,2.44E-06,71.7,0.21,0,4.529037885,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.131088068,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.509871626,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.391931816,A2979019700_25,70010,1.10E-06,2.35,0.34,0,36.58494343,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.79463754,A2979019700_24,70010,1.10E-06,2.35,0.34,0,38.9187231,A2966800800_70,40007,1.03E-06,2.95,0.35,2.212948143,63.10723171,A2966800000_15,70031,2.70E-06,70,0.3,5.634571185,0,A2966800000_15,70031,2.70E-06,70,0.3,3.000000002,33.36170141,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7921
R1,998.2,274.45,678.03,2.27536137,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.188324882,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054694334,A2979019700_13,70009,2.50E-06,22.54,0.23,7.65E-13,1.968550816,A2979019700_23,,,,,2.60E-13,1.932134117,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.481089354,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.919575762,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.273062344,A2979019700_25,70010,1.10E-06,2.35,0.34,0,13.60441666,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.778783962,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.6246239,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.708832478,A2979019700_24,70010,1.10E-06,2.35,0.34,0,58.37214914,A2966800800_70,40007,1.03E-06,2.95,0.35,2.253062524,45.83572648,A2966800000_15,70031,2.70E-06,70,0.3,3.000000017,33.43261746,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2367
R1,992.39,310.8,685.84,2.150463123,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.133057053,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.053317055,A2979019700_23,,,,,4.99E-13,1.919111286,A2979019700_23,,,,,1.14E-13,0.479436537,A2979019700_25,70010,1.10E-06,2.35,0.34,0,6.552287439,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.37934092,A2979019700_23,,,,,0,0.869022222,A2979019700_23,,,,,0,9.774468175,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.001045061,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.736999383,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.00104506,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.411116051,A2979019700_25,70010,1.10E-06,2.35,0.34,0,14.05498533,A2979019700_25,70010,1.10E-06,2.35,0.34,0,41.9520615,A2966800800_70,40007,1.03E-06,2.95,0.35,19.83772655,44.22249495,A2966800000_15,70031,2.70E-06,70,0.3,3.000000024,33.49502163,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1091
R2,938.69,550.53,793.05,2.899157237,A2966800800_65,40002,1.00E-06,0.25,0.45,1.122841318,2.252211732,A2966800800_65,40002,1.00E-06,0.25,0.45,15.28439897,3.474385377,A2978309900_6,40039,1.15E-06,2.8,0.45,1.895427813,3.53507259,A2978309900_6,40039,1.15E-06,2.8,0.45,2.2385049,3.618015894,A2978309900_6,40039,1.15E-06,2.8,0.45,71.46013838,2.889935761,A2966800800_70,40007,1.03E-06,2.95,0.35,33.05456051,58.23913053,A2966800000_15,70031,2.70E-06,70,0.3,5.68E-13,4.940853992,A2966800000_15,70031,2.70E-06,70,0.3,26.82829914,3.962016493,A2966800000_15,70031,2.70E-06,70,0.3,1.02E-12,7.880907974,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1117
R2,983.01,556.3,695.68,0.086994299,A2976807202_10,70009,2.50E-06,22.54,0.23,2.387065755,2.54E-13,A2976807202_10,70009,2.50E-06,22.54,0.23,3.795225428,0.541938829,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.524443994,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.855135424,A2976807202_10,70009,2.50E-06,22.54,0.23,2.29406287,2.801447591,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.700719866,A2979019700_24,70010,1.10E-06,2.35,0.34,0,39.85531318,A2979019700_23,,,,,0,27.82237828,A2979019700_23,,,,,0,0.907127679,A2966800800_70,40007,1.03E-06,2.95,0.35,0.659308534,24.83275965,A2966801200_18,40016,1.05E-06,3.1,0.32,4.281563783,184.1077293,A2966801200_17,40016,1.05E-06,3.1,0.32,4.181291015,20.53995212,A2966800000_15,70031,2.70E-06,70,0.3,21.50072953,80.94350132,A2966807003_1,40018,9.83E-07,2.45,0.33,5.3548355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8614
R2,999.49,513.06,676.34,2.275357472,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.163247581,A2979019700_13,70009,2.50E-06,22.54,0.23,7.19E-13,1.82E-07,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.000190318,A2979019700_23,,,,,5.57E-13,3.889666975,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.23983355,A2979019700_25,70010,1.10E-06,2.35,0.34,0,10.83804782,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.69267692,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.325479243,A2979019700_23,,,,,0,11.77147974,A2979019700_23,,,,,0,43.61825938,A2966800800_70,40007,1.03E-06,2.95,0.35,2.062554706,45.85281213,A2966801200_18,40016,1.05E-06,3.1,0.32,4.180474858,142.5943536,A2966801200_17,40016,1.05E-06,3.1,0.32,4.114980109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6351
R2,951.69,530.2,746.92,1.653734979,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.173241123,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.108636361,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.434521055,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.97E-13,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.714876359,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.123733815,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.711113351,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.10749948,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.360133742,A2979019700_25,70010,1.10E-06,2.35,0.34,0,6.496769456,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.485786511,A2979019700_23,,,,,0,0.218605791,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.937475066,A2979019700_23,,,,,0,54.51870896,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.21170892,A2979019700_24,70010,1.10E-06,2.35,0.34,0,60.24597497,A2966800000_15,70031,2.70E-06,70,0.3,3.099401708,44.23384605,A2966801200_18,40016,1.05E-06,3.1,0.32,4.518655293,71.608085,A2966801200_17,40016,1.05E-06,3.1,0.32,5.99288059,281.2178577,A2966807003_1,40018,9.83E-07,2.45,0.33,3.099401708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6412
R2,988.63,411.78,691.01,2.144260457,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.166316734,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054145928,A2979019700_23,,,,,3.41E-13,1.948866146,A2979019700_23,,,,,1.27E-13,0.486839552,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.066516688,A2979019700_25,70010,1.10E-06,2.35,0.34,0,17.0336269,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.699069542,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.92576014,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.684753705,A2979019700_24,70010,1.10E-06,2.35,0.34,0,42.88753699,A2966800800_70,40007,1.03E-06,2.95,0.35,2.006138468,12.87320862,A2966800000_15,70031,2.70E-06,70,0.3,2.507135453,21.36731318,A2966801200_18,40016,1.05E-06,3.1,0.32,3.874881276,163.9278581,A2966801200_17,40016,1.05E-06,3.1,0.32,4.1659987,29.22236037,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.588600555,1.936699389,A0008990117_7,,,,,8.193440194,0.42187872,A0008990117_8,,,,,4.457295851,0.882900833,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.588600555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9748
