Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance
R1,1092.68,-32.01,467.22,1.037788949,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,24.57721188,4.787768548,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,44.5262475,3.191845699,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,104.2790283,2.500010842,A2146801901_699,40000,1.04E-06,3.45,0.3,10.08108559,2.646000006,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1070.14,-21.43,495.74,0.911583639,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,20.12859584,4.193457467,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,18.57910493,9.150934186,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,11.46936963,12.93924576,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,78.14751608,2.500011032,A2146801901_699,40000,1.04E-06,3.45,0.3,10.09315117,2.646000002,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1047.05,-19.01,524.77,0.78987064,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.62124023,3.671091715,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,5.820379957,6.134631597,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,2.540698881,8.936022424,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,11.68784248,10.52433164,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,63.85374601,2.510926608,A2146801901_699,40000,1.04E-06,3.45,0.3,10.24467549,2.646,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1036.16,-19.29,538.45,0.754366272,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.62830085,6.52981078,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.810693171,8.855907208,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,79.12074571,2.542904431,A2146801901_699,40000,1.04E-06,3.45,0.3,10.66815816,2.646000001,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1013.94,-13.49,566.47,0.686747104,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.10134257,3.146113035,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.614718112,3.528373437,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,17.05959359,2.621760863,A2146801901_701,40000,1.04E-06,3.45,0.3,68.7303213,2.646000009,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,990.36,-11.95,596.1,0.650449242,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.41204231,3.002508815,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,7.743247547,2.000624621,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,24.66048488,3.102397103,A2146801901_701,40000,1.04E-06,3.45,0.3,58.38276219,2.646000028,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,982.1,-26.75,606.17,0.651979579,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.53156144,3.795979951,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,5.499718222,9.07258952,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,21.9126911,17.14645136,A2146801901_701,40000,1.04E-06,3.45,0.3,40.26992215,2.646000034,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1057.88,-17.93,511.2,0.844419169,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,18.73348364,3.902809091,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,16.29625726,2.49318052,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,27.53748285,2.198005726,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,70.3116839,2.500229504,A2146801901_699,40000,1.04E-06,3.45,0.3,6.103032877,4.000000001,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,0,2.646000001,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,997.15,-23.65,587.34,0.657503007,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.50444273,3.021758903,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.90734392,2.014462722,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,20.1263101,3.726668104,A2146801901_701,40000,1.04E-06,3.45,0.3,55.72665181,2.646000021,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1010.17,-29.8,570.86,0.672540941,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.93109533,3.110644861,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,15.34584798,2.073718593,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,12.44262409,2.592204051,A2146801901_701,40000,1.04E-06,3.45,0.3,67.48078063,2.646000011,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1027.67,-31.23,548.86,0.720652997,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,18.96633479,2.770121156,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,2.828673122,4.678822352,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,6.470433392,2.218237444,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,13.30975596,2.772855964,A2146801901_701,40000,1.04E-06,3.45,0.3,59.92503902,2.58715337,A2146801901_699,40000,1.04E-06,3.45,0.3,11.25415971,2.646000002,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1044.77,-33.9,527.33,0.782341319,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.42363044,3.629923009,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,20.81750993,2.381284089,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,84.38110335,2.515090184,A2146801901_699,40000,1.04E-06,3.45,0.3,10.29981035,2.646,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1084.2,-22.97,478.06,0.994538956,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,21.85863068,4.807614148,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,21.2296192,35.13657335,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,87.90207126,2.500010947,A2146801901_699,40000,1.04E-06,3.45,0.3,10.08528701,2.646000004,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1091.44,-4.27,469.34,1.023136739,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,22.74712931,4.738985274,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,32.03216834,1.743972624,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,21.55934913,3.136597963,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,93.75064962,2.500010852,A2146801901_699,40000,1.04E-06,3.45,0.3,10.08191374,2.646000005,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1073.41,3.29,492.14,0.927048305,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,20.46515993,4.263574985,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,4.282275354,2.528054064,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,1.350963344,2.546080329,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,39.52745867,2.775617228,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,80.49857165,2.500011008,A2146801901_699,40000,1.04E-06,3.45,0.3,10.09146284,2.646000002,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1056.31,5.95,513.66,0.83529867,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,68.23264377,2.129847589,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,69.50403167,2.500932455,A2146801901_699,40000,1.04E-06,3.45,0.3,6.112337943,4,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,0,2.646,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1042.29,11.57,531.38,0.773778131,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,42.07754084,1.421172836,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,82.9126836,2.523125231,A2146801901_699,40000,1.04E-06,3.45,0.3,10.40622508,2.646,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1032.19,7.4,543.97,0.730974763,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.26557883,10.16933435,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,0.422111431,3.167332987,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,3.129750142,2.990693429,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,83.54285728,2.563479021,A2146801901_699,40000,1.04E-06,3.45,0.3,10.94063304,2.646000002,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1023.41,-7.28,554.7,0.707263031,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.59075247,3.322202379,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,10.44453149,2.129385921,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,18.73028372,2.71737857,A2146801901_701,40000,1.04E-06,3.45,0.3,58.26967942,2.190561719,A2146801901_699,40000,1.04E-06,3.45,0.3,11.70158392,2.646000005,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1006.3,10.95,576.55,0.663071515,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.75396481,3.073742669,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.660690535,2.028314,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,18.81892509,2.561452224,A2146801901_701,40000,1.04E-06,3.45,0.3,66.93927875,2.646000013,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,990.76,6.64,595.98,0.65182132,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.41344611,3.002801273,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,7.02645408,2.719881966,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,35.08869985,3.958017446,A2146801901_701,40000,1.04E-06,3.45,0.3,47.34506603,2.646000025,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,978.56,1.3,611.18,0.649052577,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.105677245,1.82439809,A2149012402_2_693987_BODY_22_JT,46095,1.10E-06,2.2,0.36,12.23728751,2.322440854,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,55.71134941,3.401848363,A2146801901_701,40000,1.04E-06,3.45,0.3,32.46020413,5.00000005,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,0,2.646000036,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1000.89,-6.1,583,0.659386343,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.58797004,3.039160425,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.214551379,2.011863147,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,22.4962765,4.671275689,A2146801901_701,40000,1.04E-06,3.45,0.3,60.02204756,2.646000017,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1019.47,10.02,560.01,0.701597297,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.38994278,3.20623808,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.971164863,2.098981352,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,18.70973936,2.671865067,A2146801901_701,40000,1.04E-06,3.45,0.3,70.80346848,2.646000006,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,979.08,26.35,611.05,0.655520545,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.105314748,1.823769334,A2149012402_2_693987_BODY_22_JT,46095,1.10E-06,2.2,0.36,11.5404908,3.014494767,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,10.50257116,7.845162598,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,37.44908018,3.412270278,A2146801901_701,40000,1.04E-06,3.45,0.3,37.64570575,2.64600003,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,991.49,28.5,595.51,0.651724975,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.4172031,3.003583979,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,7.755450744,2.001050086,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,34.84564657,3.98690753,A2146801901_701,40000,1.04E-06,3.45,0.3,47.85890507,2.64600002,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,998.34,32.11,586.98,0.654246338,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.51647737,3.024266118,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,7.964408165,2.011856302,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,27.07605564,4.435327884,A2146801901_701,40000,1.04E-06,3.45,0.3,55.829008,2.646000014,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1006.92,34.41,576.25,0.66284061,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,13.85953456,3.983556575,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.68283338,2.029640283,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,18.82091856,2.563662519,A2146801901_701,40000,1.04E-06,3.45,0.3,67.3234089,2.646000009,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1020.28,31.74,559.43,0.698300213,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.44127283,4.193389189,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,10.02311154,2.102652008,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,18.71781498,2.677393968,A2146801901_701,40000,1.04E-06,3.45,0.3,71.29396131,2.646000004,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1034.06,36.71,542.22,0.73516211,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.38945141,5.180476824,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.907170562,3.009306849,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,19.13373711,3.564659768,A2146801901_701,40000,1.04E-06,3.45,0.3,62.12813411,2.556038105,A2146801901_699,40000,1.04E-06,3.45,0.3,10.84205838,2.646000001,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1048.08,31.09,524.51,0.797640731,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,65.18020144,1.845908921,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,64.77576004,2.510484913,A2146801901_699,40000,1.04E-06,3.45,0.3,7.243323294,2.995504534,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,0,2.646,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1061.19,30.96,508.04,0.853594435,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,19.00557503,5.534106667,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,45.36739218,2.287714592,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,72.67574309,2.500010999,A2146801901_699,40000,1.04E-06,3.45,0.3,6.099489993,4.000000001,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,0,2.646000001,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1075.91,23.05,489.4,0.934176224,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,19.28462895,5.92425644,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,11.38536109,2.54037825,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,121.9164912,2.500011003,A2146801901_699,40000,1.04E-06,3.45,0.3,10.09022189,2.646000002,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1094.58,21.46,465.93,1.044985829,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,23.09133727,4.810695264,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,36.42196953,1.890254212,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,117.2791948,2.50001081,A2146801901_699,40000,1.04E-06,3.45,0.3,10.08070486,2.646000005,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,977.11,55.8,614.12,0.653826729,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.108470865,1.713091337,A2149012402_2_693987_BODY_22_JT,46095,1.10E-06,2.2,0.36,8.971195626,13.8306688,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,49.90427537,3.333563519,A2146801901_701,40000,1.04E-06,3.45,0.3,36.24775051,2.646000016,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,989.63,56.36,598.41,0.648010859,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.40471406,8.293213456,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.512613642,2.000618623,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,30.27792734,3.868092646,A2146801901_701,40000,1.04E-06,3.45,0.3,45.74808527,2.646000011,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1,1001.09,58.04,584.06,0.65849608,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.57318524,3.037376657,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.97909863,2.024166476,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,17.24362646,4.628030156,A2146801901_701,40000,1.04E-06,3.45,0.3,59.25498626,2.646000006,A2146802402_4_41825_OUT_FERTIG_GELOCHT_JT,46032,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
