Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance
R2,1057.6,-46.16,510.98,0.714499169,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.76510754,3.284397404,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,31.63969499,2.189598269,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,5.473995673,11.385911,A2146801901_701,40000,1.04E-06,3.45,0.3,42.50470613,0.033802998,A2146801901_699,40000,1.04E-06,3.45,0.3,45.32475627,4.032514386,A2149013802_1,46112,9.10E-07,3.9,0.38,27.881288,2.043074101,A2149013802_1,46112,9.10E-07,3.9,0.38,2.77E-05,0.11347636,A2149013802_1,46112,9.10E-07,3.9,0.38,17.03225442,3.195290541,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1074.64,-48.03,489.54,0.719871272,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,17.09713996,3.330611681,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,30.97468863,2.220407787,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,5.551019468,2.775509734,A2146801901_701,40000,1.04E-06,3.45,0.3,19.77948236,4.467036949,A2146801901_699,40000,1.04E-06,3.45,0.3,88.01379989,3.089363215,A2146800901_195,48610,1.09E-06,2.1,0.35,37.39814776,1.023448608,A2146804802_222,46057,1.22E-06,3.85,0.41,12.07174558,2.759542059,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1093.85,-44.65,465.49,0.732358959,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.25684067,3.386841806,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.4214742,3.310494991,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,9.425411971,10.81557528,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,78.74845354,5.470303706,A2146800901_195,48610,1.09E-06,2.1,0.35,50.00506312,2.529924381,A2146800901_218,46057,1.22E-06,3.85,0.41,9.795807262,2.132196528,A2146804802_222,46057,1.22E-06,3.85,0.41,45.39460841,2.108058449,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1112.19,-46.33,442.43,0.746146943,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.263289581,1.952356625,A2149012402_2_697230_BODY_24_JT,46095,1.10E-06,2.2,0.36,5.28941474,0.841374254,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,7.287634809,2.101337177,A2146801901_696,40002,1.05E-06,3.6,0.4,6.07E-14,2.001277,A2146801901_696,40002,1.05E-06,3.6,0.4,54.04254667,2.936269852,A2146807203_630,46096,9.70E-07,2.3,0.4,29.62284979,0.909909086,A2146800901_195,48610,1.09E-06,2.1,0.35,39.05642759,2.886721256,A2146800901_199,48610,1.09E-06,2.1,0.35,15.55541157,1.158191026,A2146800901_199,48610,1.09E-06,2.1,0.35,3.92E-12,6.166631737,A2146800901_218,46057,1.22E-06,3.85,0.41,22.01972724,9.046331978,A2146804802_222,46057,1.22E-06,3.85,0.41,22.16408921,2.081127008,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1111.94,-34.3,442.99,0.745909762,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.262748587,1.951520543,A2149012402_2_697230_BODY_24_JT,46095,1.10E-06,2.2,0.36,4.54257993,1.816498853,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,7.500868713,2.101238308,A2146801901_696,40002,1.05E-06,3.6,0.4,2.36E-13,2.001181282,A2146801901_696,40002,1.05E-06,3.6,0.4,2.34E-13,1.000591386,A2146801901_696,40002,1.05E-06,3.6,0.4,3.960408642,7.573347756,A2146801901_701,40000,1.04E-06,3.45,0.3,41.65074925,4.030736137,A2146807203_630,46096,9.70E-07,2.3,0.4,67.45792399,2.885696762,A2146800901_199,48610,1.09E-06,2.1,0.35,23.93268737,5.901968666,A2146800901_218,46057,1.22E-06,3.85,0.41,15.46072672,1.377763659,A2146800901_218,46057,1.22E-06,3.85,0.41,26.60143523,5.531356645,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1108.17,-26.9,447.88,0.758264182,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.246632466,1.944289167,A2149012402_2_697230_BODY_24_JT,46095,1.10E-06,2.2,0.36,7.792584182,5.133540461,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,10.95903397,2.513068626,A2146801901_701,40000,1.04E-06,3.45,0.3,52.47344443,2.719666402,A2146807203_630,46096,9.70E-07,2.3,0.4,13.44790327,2.689416802,A2146800901_195,48610,1.09E-06,2.1,0.35,7.458672961,6.37682312,A2146800901_195,48610,1.09E-06,2.1,0.35,35.96986602,2.317602587,A2146800901_216,46074,7.80E-06,210,0.3,5.867738916,8.572628523,A2146800901_199,48610,1.09E-06,2.1,0.35,3.744902135,3.692303173,A2146800901_199,48610,1.09E-06,2.1,0.35,0.547269888,3.749815864,A2146800901_218,46057,1.22E-06,3.85,0.41,46.55486138,7.591244961,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1092.68,-32.01,467.22,0.73321553,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.23667127,3.382639848,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,16.35817234,1.935586116,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,3.351711301,2.576056752,A2146801901_701,40000,1.04E-06,3.45,0.3,90.80538843,2.97620805,A2146800901_195,48610,1.09E-06,2.1,0.35,54.67353367,2.530865173,A2146800901_218,46057,1.22E-06,3.85,0.41,8.374619337,2.010859814,A2146804802_222,46057,1.22E-06,3.85,0.41,46.90839802,2.109953621,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1070.14,-21.43,495.74,0.721031178,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.92102421,3.316880044,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,31.95261109,2.211253363,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,15.84656403,1.18008686,A2146801901_701,40000,1.04E-06,3.45,0.3,7.196957832,2.81163937,A2146801901_699,40000,1.04E-06,3.45,0.3,99.50722329,5.23602694,A2146800901_195,48610,1.09E-06,2.1,0.35,44.0050377,2.22950287,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1047.05,-19.01,524.77,0.700674821,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.6313689,3.256535187,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.81899979,25.67058769,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,78.97899527,3.899177891,A2149013802_1,46112,9.10E-07,3.9,0.38,59.26750345,2.111072209,A2149013802_1,46112,9.10E-07,3.9,0.38,1.066574545,2.304820739,A2149013802_1,46112,9.10E-07,3.9,0.38,0.574148612,2.065252822,A2149013802_1,46112,9.10E-07,3.9,0.38,7.63E-13,0.114736268,A2149013802_1,46112,9.10E-07,3.9,0.38,15.90344549,3.919228521,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1036.16,-19.29,538.45,0.703431831,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.50556614,3.23032628,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.65030374,7.640354148,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,8.659703689,10.21336184,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,56.3548405,3.775546166,A2149013802_1,46112,9.10E-07,3.9,0.38,56.56327688,3.020436933,A2149013802_1,46112,9.10E-07,3.9,0.38,12.08174773,9.204904688,A2149013802_1,46112,9.10E-07,3.9,0.38,13.53551556,2.894582442,A2149013802_1,46112,9.10E-07,3.9,0.38,9.664477565,2.088783556,A2149013802_1,46112,9.10E-07,3.9,0.38,8.68E-13,0.116043531,A2149013802_1,46112,9.10E-07,3.9,0.38,22.10351128,4.374455039,A2146800901_195,48610,1.09E-06,2.1,0.35,3.47531381,6.194125586,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1013.94,-13.49,566.47,0.694344407,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.26840476,3.180917658,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,11.18815388,2.304626334,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,73.10803158,0.97759266,A2149013802_1,46112,9.10E-07,3.9,0.38,12.34412788,2.033786538,A2149013802_1,46112,9.10E-07,3.9,0.38,3.350022577,0.53183811,A2149013802_1,46112,9.10E-07,3.9,0.38,1.71406545,1.47696321,A2149013802_1,46112,9.10E-07,3.9,0.38,0.875710776,1.960759144,A2149013802_1,46112,9.10E-07,3.9,0.38,6.160458108,5.3183811,A2149013802_1,46112,9.10E-07,3.9,0.38,6.578695925,3.173483616,A2149013802_1,46112,9.10E-07,3.9,0.38,23.08882419,2.83646992,A2149013802_1,46112,9.10E-07,3.9,0.38,22.33720062,3.5455874,A2149013802_1,46112,9.10E-07,3.9,0.38,8.238272067,4.431965453,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,990.36,-11.95,596.1,0.679110946,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.97529772,4.250923502,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,7.201723267,2.102697873,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,19.74547458,2.61234399,A2146801901_701,40000,1.04E-06,3.45,0.3,110.6160129,4.164367587,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,982.1,-26.75,606.17,0.677053342,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.09165602,3.954911797,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,13.44757484,2.080336367,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,22.38689732,2.955225587,A2146801901_701,40000,1.04E-06,3.45,0.3,53.03463113,5.320481038,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1057.88,-17.93,511.2,0.71051885,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.76289803,3.28393709,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,31.63526063,2.189291393,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,37.99369854,8.392751973,A2146801901_699,40000,1.04E-06,3.45,0.3,58.84232457,4.030293196,A2149013802_1,46112,9.10E-07,3.9,0.38,27.66688173,2.04341962,A2149013802_1,46112,9.10E-07,3.9,0.38,2.73E-05,0.113495904,A2149013802_1,46112,9.10E-07,3.9,0.38,10.15133065,3.279006321,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,997.15,-23.65,587.34,0.684926502,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.10940196,3.147792076,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,15.52910757,2.098483428,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,12.59121293,2.623160063,A2146801901_701,40000,1.04E-06,3.45,0.3,83.46915261,0.437596325,A2149013802_1,46112,9.10E-07,3.9,0.38,1.85360379,1.642051359,A2149013802_1,46112,9.10E-07,3.9,0.38,2.094252138,2.120936444,A2149013802_1,46112,9.10E-07,3.9,0.38,13.06588563,4.973767338,A2149013802_1,46112,9.10E-07,3.9,0.38,3.32999443,3.392007524,A2149013802_1,46112,9.10E-07,3.9,0.38,7.88169332,4.239992576,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1010.17,-29.8,570.86,0.68617057,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,14.17579208,5.346950542,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,14.54147417,2.115744872,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,81.15298134,2.370658684,A2149013802_1,46112,9.10E-07,3.9,0.38,0.26340652,2.809669551,A2149013802_1,46112,9.10E-07,3.9,0.38,6.102251056,9.424178769,A2149013802_1,46112,9.10E-07,3.9,0.38,28.37465735,2.809669551,A2149013802_1,46112,9.10E-07,3.9,0.38,8.217108004,2.494700267,A2149013802_1,46112,9.10E-07,3.9,0.38,23.08692104,4.390090312,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1027.67,-31.23,548.86,0.695501777,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.41423021,3.211297961,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,30.93550369,2.140865307,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,45.9548583,3.68662818,A2149013802_1,46112,9.10E-07,3.9,0.38,55.23115367,2.949302544,A2149013802_1,46112,9.10E-07,3.9,0.38,8.248830552,3.732480888,A2149013802_1,46112,9.10E-07,3.9,0.38,9.578803455,2.927070513,A2149013802_1,46112,9.10E-07,3.9,0.38,21.5956673,2.949302544,A2149013802_1,46112,9.10E-07,3.9,0.38,9.144670353,1.98233191,A2149013802_1,46112,9.10E-07,3.9,0.38,2.375947608,2.086598099,A2149013802_1,46112,9.10E-07,3.9,0.38,7.636209562,3.68662818,A2149013802_1,46112,9.10E-07,3.9,0.38,8.46616907,2.915455494,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1044.77,-33.9,527.33,0.700786657,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.60731542,3.251524046,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,31.32301497,2.167682697,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,86.56151042,3.215679914,A2149013802_1,46112,9.10E-07,3.9,0.38,53.94673437,3.10033436,A2149013802_1,46112,9.10E-07,3.9,0.38,8.397064741,2.844106686,A2149013802_1,46112,9.10E-07,3.9,0.38,0.575339411,2.069536207,A2149013802_1,46112,9.10E-07,3.9,0.38,8.14E-13,0.114974234,A2149013802_1,46112,9.10E-07,3.9,0.38,17.44116699,3.271816134,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1084.2,-22.97,478.06,0.733119387,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.11297963,3.356870755,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,24.89104065,2.977263031,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,3.607362818,2.585958862,A2146801901_701,40000,1.04E-06,3.45,0.3,36.37832066,2.942004741,A2146801901_701,40000,1.04E-06,3.45,0.3,14.80349603,4.03264603,A2146801901_701,40000,1.04E-06,3.45,0.3,43.17507589,3.026199675,A2146800901_195,48610,1.09E-06,2.1,0.35,37.65941397,3.032550878,A2146804802_222,46057,1.22E-06,3.85,0.41,12.70573419,2.014228867,A2146804802_222,46057,1.22E-06,3.85,0.41,44.93581941,2.203438148,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1091.44,-4.27,469.34,0.729198897,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,16.21208678,3.377518079,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,16.66242252,2.251637138,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,12.82102254,2.549610418,A2146801901_701,40000,1.04E-06,3.45,0.3,83.31676288,3.720294977,A2146800901_195,48610,1.09E-06,2.1,0.35,75.93537309,6.319500235,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1073.41,3.29,492.14,0.722930431,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.95913267,3.324819306,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,32.02909265,2.216546204,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,11.63769839,2.757030985,A2146801901_701,40000,1.04E-06,3.45,0.3,3.034897734,5.461310722,A2146801901_699,40000,1.04E-06,3.45,0.3,95.70039114,6.825592506,A2146800901_195,48610,1.09E-06,2.1,0.35,83.35772213,10.7730445,A2146804802_222,46057,1.22E-06,3.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1056.31,5.95,513.66,0.709725518,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.73856039,3.278866747,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,31.58641633,3.133243914,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,45.69327448,3.143333676,A2146801901_699,40000,1.04E-06,3.45,0.3,51.61857941,4.005869659,A2149013802_1,46112,9.10E-07,3.9,0.38,15.22230471,3.204695728,A2149013802_1,46112,9.10E-07,3.9,0.38,16.35384636,2.047269717,A2149013802_1,46112,9.10E-07,3.9,0.38,4.05E-05,0.113696627,A2149013802_1,46112,9.10E-07,3.9,0.38,10.7265358,3.152423908,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1042.29,11.57,531.38,0.703409334,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,56.55022541,2.593221021,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,69.2587939,3.9121869,A2149013802_1,46112,9.10E-07,3.9,0.38,1.25173526,4.55301152,A2149013802_1,46112,9.10E-07,3.9,0.38,2.494983812,3.070749307,A2149013802_1,46112,9.10E-07,3.9,0.38,46.06123912,3.070749307,A2149013802_1,46112,9.10E-07,3.9,0.38,9.695539552,12.10678053,A2149013802_1,46112,9.10E-07,3.9,0.38,1.783163474,2.07642197,A2149013802_1,46112,9.10E-07,3.9,0.38,8.68E-13,0.115356776,A2149013802_1,46112,9.10E-07,3.9,0.38,17.97687775,3.287864296,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1032.19,7.4,543.97,0.694262902,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,106.8133212,8.691381997,A2149013802_1,46112,9.10E-07,3.9,0.38,3.168660251,2.982268471,A2149013802_1,46112,9.10E-07,3.9,0.38,44.7340266,2.982268471,A2149013802_1,46112,9.10E-07,3.9,0.38,8.341032131,7.315877344,A2149013802_1,46112,9.10E-07,3.9,0.38,18.3817281,2.943727908,A2149013802_1,46112,9.10E-07,3.9,0.38,9.615579851,2.982268471,A2149013802_1,46112,9.10E-07,3.9,0.38,14.63231421,2.098752313,A2149013802_1,46112,9.10E-07,3.9,0.38,8.66E-13,0.116597351,A2149013802_1,46112,9.10E-07,3.9,0.38,3.060881943,2.836051324,A2146801901_699,40000,1.04E-06,3.45,0.3,12.0857387,0.098102869,A2146800901_195,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1023.41,-7.28,554.7,0.694275128,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.3646715,6.570797015,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,3.309303663,7.791005138,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,57.15979622,2.02082589,A2149013802_1,46112,9.10E-07,3.9,0.38,1.661436881,0.545790125,A2149013802_1,46112,9.10E-07,3.9,0.38,0.476610113,3.638600836,A2149013802_1,46112,9.10E-07,3.9,0.38,2.092195481,2.910880669,A2149013802_1,46112,9.10E-07,3.9,0.38,43.66320958,2.910880669,A2149013802_1,46112,9.10E-07,3.9,0.38,8.141369371,5.806186743,A2149013802_1,46112,9.10E-07,3.9,0.38,31.53495479,2.910880669,A2149013802_1,46112,9.10E-07,3.9,0.38,1.863301982,3.230739189,A2149013802_1,46112,9.10E-07,3.9,0.38,9.851110154,2.483005962,A2149013802_1,46112,9.10E-07,3.9,0.38,3.645578832,5.488049985,A2149013802_1,46112,9.10E-07,3.9,0.38,8.454220021,6.240004024,A2146801901_699,40000,1.04E-06,3.45,0.3,0,1.037165603,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,
R2,1006.3,10.95,576.55,0.682654684,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.18970873,3.164522651,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.748773718,2.150393984,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,81.49958664,0.367130525,A2149013802_1,46112,9.10E-07,3.9,0.38,1.240429308,1.611535189,A2149013802_1,46112,9.10E-07,3.9,0.38,6.028508483,5.204467755,A2149013802_1,46112,9.10E-07,3.9,0.38,16.1283872,2.721436695,A2149013802_1,46112,9.10E-07,3.9,0.38,13.28776492,2.775716136,A2149013802_1,46112,9.10E-07,3.9,0.38,19.89376706,1.406355766,A2149013802_1,46112,9.10E-07,3.9,0.38,0.558641749,3.46964517,A2149013802_1,46112,9.10E-07,3.9,0.38,8.061949676,4.337038648,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,990.76,6.64,595.98,0.680515244,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.04794258,3.134988037,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,8.2494265,2.105658737,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,19.74079992,2.612490031,A2146801901_701,40000,1.04E-06,3.45,0.3,111.3096337,4.165391614,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,978.56,1.3,611.18,0.670203962,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,1.141709157,1.88382011,A2149012402_2_693987_BODY_22_JT,46095,1.10E-06,2.2,0.36,11.92048152,5.912208346,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,43.14439353,2.979099562,A2146801901_701,40000,1.04E-06,3.45,0.3,38.97685994,4.476940688,A2146801901_699,40000,1.04E-06,3.45,0.3,9.134053991,31.266037,A2146802402_4_568301_OUT_HALTER_IT_MITTE_JT,46037,1.69E-06,13.9395,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,1000.89,-6.1,583,0.684393883,A2149012402_2_1014907_BODY_384_JT,46063,2.66E-06,70,0.3,15.14122574,3.154422029,A2149012402_2_1272049_VOLUME46_JT,46064,1.81E-06,44.8,0.35,9.23922833,2.142302676,A2149012402_2_1174758_VOLUME46_JT,46101,1.05E-06,3.1,0.32,18.90092048,2.628685024,A2146801901_701,40000,1.04E-06,3.45,0.3,82.34536265,0.369673757,A2149013802_1,46112,9.10E-07,3.9,0.38,13.45967335,2.738245282,A2149013802_1,46112,9.10E-07,3.9,0.38,1.996025657,2.082753045,A2149013802_1,46112,9.10E-07,3.9,0.38,17.4849029,3.422806603,A2149013802_1,46112,9.10E-07,3.9,0.38,7.953201704,4.278491036,A2146801901_699,40000,1.04E-06,3.45,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
