num,Type,PointX,PointY, PointZ,Distance0,Thickness1,P1_1,P2_1,P3_1,Distance1,Thickness2,P1_2,P2_2,P3_2,Distance2,Thickness3,P1_3,P2_3,P3_3,Distance3,Thickness4,P1_4,P2_4,P3_4,Distance4,Thickness5,P1_5,P2_5,P3_5,Distance5,Thickness6,P1_6,P2_6,P3_6,Distance6,Thickness7,P1_7,P2_7,P3_7,Distance7,Thickness8,P1_8,P2_8,P3_8,Distance8,Thickness9,P1_9,P2_9,P3_9,Distance_9,Thickness10,P1_10,P2_10,P3_10,Distance10,Thickness11,P1_11,P2_11,P3_11,Distance11,Thickness12,P1_12,P2_12,P3_12,Distance12,Thickness13,P1_13,P2_13,P3_13,Distance13,Thickness14,P1_14,P2_14,P3_14,Distance14,Thickness15,P1_15,P2_15,P3_15,a3ms
274,R2,840.66,-81.45,661.19,0.00,1.01,2.44,71.70,0.21,10.51,2.79,2.44,71.70,0.21,42.04,3.88,2.44,71.70,0.21,10.23,3.41,1.03,2.95,0.35,4.65,3.88,1.80,45.00,0.35,52.03,2.13,0.95,1.15,0.43,51.34,1.85,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.46
275,R2,840.91,-59.87,662.33,0.00,1.00,2.44,71.70,0.21,10.49,2.78,2.44,71.70,0.21,41.96,3.87,2.44,71.70,0.21,10.21,3.40,1.03,2.95,0.35,4.64,3.87,1.80,45.00,0.35,52.62,2.13,0.95,1.15,0.43,51.46,1.85,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.49
276,R2,841.51,-39.43,660.06,0.00,1.01,2.44,71.70,0.21,10.53,2.80,2.44,71.70,0.21,42.13,3.88,2.44,71.70,0.21,10.25,3.42,1.03,2.95,0.35,4.66,3.88,1.80,45.00,0.35,52.99,2.13,0.95,1.15,0.43,50.95,1.85,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.85
277,R2,841.47,-21.26,663.46,0.00,1.01,2.44,71.70,0.21,10.46,2.78,2.44,71.70,0.21,41.87,3.86,2.44,71.70,0.21,10.19,3.40,1.03,2.95,0.35,4.63,3.86,1.80,45.00,0.35,53.62,2.12,0.95,1.15,0.43,51.52,1.85,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.54
278,R2,841.57,-1.95,665.74,0.00,1.01,2.44,71.70,0.21,10.42,2.77,2.44,71.70,0.21,27.86,3.84,2.44,71.70,0.21,23.99,3.38,1.03,2.95,0.35,4.61,3.84,1.80,45.00,0.35,55.93,3.45,0.95,1.15,0.43,48.81,1.84,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.09
279,R2,842.10,21.90,664.60,0.00,1.00,2.44,71.70,0.21,10.44,2.77,2.44,71.70,0.21,41.79,3.85,2.44,71.70,0.21,76.76,2.12,0.95,1.15,0.43,51.56,1.84,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.46
280,R2,842.32,34.39,664.60,0.00,1.00,2.44,71.70,0.21,10.44,2.77,2.44,71.70,0.21,41.79,3.85,2.44,71.70,0.21,77.06,2.12,0.95,1.15,0.43,51.51,1.84,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.86
281,R2,842.42,53.70,666.87,0.00,1.00,2.44,71.70,0.21,10.40,2.76,2.44,71.70,0.21,41.62,3.84,2.44,71.70,0.21,77.56,2.11,0.95,1.15,0.43,51.86,1.84,0.95,1.15,0.43,20.09,1.58,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.96
282,R2,842.85,78.68,666.87,0.00,0.99,2.44,71.70,0.21,10.40,2.76,2.44,71.70,0.21,41.62,3.84,2.44,71.70,0.21,10.13,3.38,1.03,2.95,0.35,4.60,3.84,1.80,45.00,0.35,56.22,2.11,0.95,1.15,0.43,51.76,1.84,0.95,1.15,0.43,19.96,1.58,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.94
283,R2,845.64,6.00,628.26,0.00,1.07,2.44,71.70,0.21,11.17,2.97,2.44,71.70,0.21,29.87,4.99,2.44,71.70,0.21,9.84,4.12,2.44,71.70,0.21,10.88,3.63,1.03,2.95,0.35,4.94,4.12,1.80,45.00,0.35,79.68,8.31,0.95,1.15,0.43,6.93,3.57,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00
284,R2,838.66,-72.36,681.64,0.00,0.97,2.44,71.70,0.21,10.14,2.69,2.44,71.70,0.21,40.56,3.74,2.44,71.70,0.21,9.87,3.29,1.03,2.95,0.35,4.49,3.74,1.80,45.00,0.35,54.67,1.88,0.95,1.15,0.43,53.97,1.81,0.95,1.15,0.43,12.97,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.99
285,R2,838.92,-50.78,682.77,0.00,0.97,2.44,71.70,0.21,10.12,2.69,2.44,71.70,0.21,40.48,3.73,2.44,71.70,0.21,9.85,3.28,1.03,2.95,0.35,4.48,3.73,1.80,45.00,0.35,55.37,1.87,0.95,1.15,0.43,53.96,1.81,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.62
286,R2,839.30,-29.21,682.77,0.00,0.97,2.44,71.70,0.21,10.12,2.69,2.44,71.70,0.21,40.48,3.73,2.44,71.70,0.21,9.85,3.28,1.03,2.95,0.35,4.48,3.73,1.80,45.00,0.35,55.82,1.88,0.95,1.15,0.43,53.94,1.81,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.58
287,R2,839.38,-11.04,685.04,0.00,0.97,2.44,71.70,0.21,10.08,2.68,2.44,71.70,0.21,40.32,3.72,2.44,71.70,0.21,9.81,3.27,1.03,2.95,0.35,4.46,3.72,1.80,45.00,0.35,56.72,1.85,0.95,1.15,0.43,53.94,1.80,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.57
288,R2,839.53,11.68,687.31,0.00,0.95,2.44,71.70,0.21,10.04,2.67,2.44,71.70,0.21,19.99,5.04,2.44,71.70,0.21,6.21,12.41,2.44,71.70,0.21,9.99,3.26,1.03,2.95,0.35,65.90,1.83,0.95,1.15,0.43,53.90,1.80,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.97
289,R2,839.94,30.98,686.62,0.00,0.96,2.44,71.70,0.21,10.05,2.67,2.44,71.70,0.21,40.21,3.71,2.44,71.70,0.21,9.79,3.26,1.03,2.95,0.35,66.12,1.84,0.95,1.15,0.43,53.90,1.80,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.46
290,R2,840.47,51.43,685.04,0.00,0.97,2.44,71.70,0.21,10.08,2.68,2.44,71.70,0.21,40.32,3.72,2.44,71.70,0.21,9.81,3.08,1.03,2.95,0.35,66.37,1.86,0.95,1.15,0.43,53.88,1.80,0.95,1.15,0.43,22.91,1.88,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.94
291,R2,840.80,70.73,685.04,0.00,0.96,2.44,71.70,0.21,10.08,2.68,2.44,71.70,0.21,40.32,3.72,2.44,71.70,0.21,9.81,3.27,1.03,2.95,0.35,4.46,3.72,1.80,45.00,0.35,58.40,1.86,0.95,1.15,0.43,53.86,1.80,0.95,1.15,0.43,12.13,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.66
292,R2,836.99,-51.92,700.94,0.00,0.94,2.44,71.70,0.21,19.10,3.62,2.44,71.70,0.21,4.29,3.65,2.44,71.70,0.21,21.01,3.62,2.44,71.70,0.21,9.55,3.18,1.03,2.95,0.35,4.34,3.62,1.80,45.00,0.35,60.24,1.78,0.95,1.15,0.43,53.28,1.77,0.95,1.15,0.43,11.50,2.84,7.85,210.00,0.30,17.46,2.84,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.41
293,R2,837.09,-32.61,703.21,0.00,0.94,2.44,71.70,0.21,19.03,3.60,2.44,71.70,0.21,7.82,3.66,2.44,71.70,0.21,17.35,3.60,2.44,71.70,0.21,9.52,3.17,1.03,2.95,0.35,4.33,3.60,1.80,45.00,0.35,61.24,1.77,0.95,1.15,0.43,53.16,1.77,0.95,1.15,0.43,10.33,2.23,7.85,210.00,0.30,23.69,2.23,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.49
294,R2,837.52,-14.44,702.11,0.00,0.93,2.44,71.70,0.21,28.79,0.33,2.44,71.70,0.21,17.72,4.26,2.44,71.70,0.21,0.38,3.69,2.44,71.70,0.21,9.53,3.18,1.03,2.95,0.35,4.33,3.61,1.80,45.00,0.35,61.29,1.78,0.95,1.15,0.43,53.22,1.77,0.95,1.15,0.43,11.02,2.57,7.85,210.00,0.30,19.87,2.57,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.24
295,R2,837.72,3.73,703.21,0.00,0.93,2.44,71.70,0.21,64.59,3.17,1.03,2.95,0.35,4.33,3.60,1.80,45.00,0.35,61.94,1.77,0.95,1.15,0.43,53.16,1.77,0.95,1.15,0.43,10.54,2.33,7.85,210.00,0.30,22.45,2.33,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.89
296,R2,837.92,21.90,704.35,0.00,0.93,2.44,71.70,0.21,50.34,4.62,2.44,71.70,0.21,9.50,3.17,1.03,2.95,0.35,4.32,3.60,1.80,45.00,0.35,62.60,1.77,0.95,1.15,0.43,53.11,1.77,0.95,1.15,0.43,10.17,2.15,7.85,210.00,0.30,24.73,2.15,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.65
297,R2,838.34,45.75,704.35,0.00,0.94,2.44,71.70,0.21,19.00,3.60,2.44,71.70,0.21,9.61,3.67,2.44,71.70,0.21,15.51,3.60,2.44,71.70,0.21,9.50,3.17,1.03,2.95,0.35,4.32,3.60,1.80,45.00,0.35,63.07,1.77,0.95,1.15,0.43,53.10,1.77,0.95,1.15,0.43,10.28,2.21,7.85,210.00,0.30,23.97,2.21,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.58
298,R2,854.82,183.16,570.34,0.00,1.20,2.44,71.70,0.21,12.59,3.34,2.44,71.70,0.21,19.22,2.82,2.44,71.70,0.21,15.47,2.71,2.44,71.70,0.21,144.20,2.04,1.05,3.10,0.32,10.58,3.11,1.05,3.10,0.32,22.63,7.86,1.05,3.10,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.12
299,R2,852.03,171.26,594.97,0.00,1.15,2.44,71.70,0.21,11.54,3.53,2.44,71.70,0.21,36.53,3.44,2.44,71.70,0.21,23.88,3.88,1.03,2.95,0.35,165.11,5.13,1.03,2.95,0.35,55.77,3.56,1.05,3.10,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.61
300,R2,849.63,159.31,615.77,0.00,1.09,2.44,71.70,0.21,11.45,3.04,2.44,71.70,0.21,38.77,3.32,2.44,71.70,0.21,19.08,3.72,1.03,2.95,0.35,5.07,4.22,1.80,45.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.46
301,R2,847.54,149.09,633.94,0.00,1.05,2.44,71.70,0.21,11.05,2.93,2.44,71.70,0.21,44.22,4.08,2.44,71.70,0.21,8.80,3.91,1.03,2.95,0.35,6.54,4.08,1.80,45.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.80
302,R2,843.23,120.70,670.28,0.00,0.99,2.44,71.70,0.21,10.34,2.75,2.44,71.70,0.21,13.61,2.29,2.44,71.70,0.21,25.47,3.81,2.44,71.70,0.21,10.07,3.36,1.03,2.95,0.35,66.33,2.17,0.95,1.15,0.43,47.57,2.90,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.45
303,R2,845.69,125.32,647.64,0.00,1.03,2.44,71.70,0.21,10.77,2.86,2.44,71.70,0.21,43.10,3.97,2.44,71.70,0.21,10.49,3.50,1.03,2.95,0.35,68.32,2.86,0.95,1.15,0.43,31.57,8.01,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.65
304,R2,843.10,99.43,668.01,0.00,1.00,2.44,71.70,0.21,10.38,2.76,2.44,71.70,0.21,41.54,3.83,2.44,71.70,0.21,10.11,3.37,1.03,2.95,0.35,4.59,3.83,1.80,45.00,0.35,56.77,2.11,0.95,1.15,0.43,51.89,1.84,0.95,1.15,0.43,20.23,1.58,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.67
305,R2,838.65,63.16,704.24,0.00,0.93,2.44,71.70,0.21,19.00,10.69,2.44,71.70,0.21,5.00,5.37,2.44,71.70,0.21,11.32,3.60,2.44,71.70,0.21,9.50,3.17,1.03,2.95,0.35,4.32,3.60,1.80,45.00,0.35,63.38,1.77,0.95,1.15,0.43,53.11,1.77,0.95,1.15,0.43,10.42,2.27,7.85,210.00,0.30,23.12,2.27,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.93
306,R2,839.01,91.17,705.48,0.00,0.93,2.44,71.70,0.21,18.96,3.59,2.44,71.70,0.21,11.39,3.67,2.44,71.70,0.21,13.67,3.59,2.44,71.70,0.21,12.20,3.31,1.80,45.00,0.35,2.08,2.77,1.80,45.00,0.35,64.43,1.77,0.95,1.15,0.43,53.05,1.77,0.95,1.15,0.43,10.09,2.11,7.85,210.00,0.30,25.25,2.11,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.65
307,R2,840.82,92.31,688.45,0.00,0.96,2.44,71.70,0.21,10.02,2.66,2.44,71.70,0.21,40.09,3.69,2.44,71.70,0.21,9.75,3.25,1.03,2.95,0.35,4.43,3.69,1.80,45.00,0.35,59.66,1.83,0.95,1.15,0.43,53.83,1.80,0.95,1.15,0.43,15.16,1.61,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.79
308,R2,840.62,115.02,694.13,0.00,0.95,2.44,71.70,0.21,1.46,1.79,2.44,71.70,0.21,0.96,3.80,2.44,71.70,0.21,1.91,2.63,2.44,71.70,0.21,17.45,5.78,2.44,71.70,0.21,0.81,0.43,2.44,71.70,0.21,2.33,0.89,2.44,71.70,0.21,25.32,3.22,1.03,2.95,0.35,4.39,3.66,1.80,45.00,0.35,61.65,1.79,0.95,1.15,0.43,52.06,2.14,0.95,1.15,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.88
309,R2,839.49,132.06,707.76,0.00,0.93,2.44,71.70,0.21,1.43,2.58,2.44,71.70,0.21,14.88,3.58,2.44,71.70,0.21,14.98,1.90,2.44,71.70,0.21,32.20,3.58,1.80,45.00,0.35,131.83,1.89,7.85,210.00,0.30,28.70,1.89,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.45
310,R2,841.58,135.46,688.45,0.00,0.97,2.44,71.70,0.21,10.02,2.66,2.44,71.70,0.21,15.40,2.22,2.44,71.70,0.21,2.96,2.22,2.44,71.70,0.21,1.48,3.12,2.44,71.70,0.21,23.99,3.25,1.03,2.95,0.35,2.60,7.74,7.85,210.00,0.30,67.90,29.68,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.95
311,R2,843.76,144.55,669.14,0.00,0.99,2.44,71.70,0.21,10.36,2.75,2.44,71.70,0.21,7.06,19.27,2.44,71.70,0.21,15.11,3.82,2.44,71.70,0.21,8.11,3.36,7.85,210.00,0.30,0.00,2.29,7.85,210.00,0.30,60.30,2.82,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.62
312,R2,845.18,143.41,655.52,0.00,1.02,2.44,71.70,0.21,10.62,2.82,2.44,71.70,0.21,42.48,3.92,2.44,71.70,0.21,8.28,3.45,7.85,210.00,0.30,0.00,2.35,7.85,210.00,0.30,30.44,2.73,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.96
313,R2,845.91,164.99,652.11,0.00,1.02,2.44,71.70,0.21,10.68,2.84,2.44,71.70,0.21,39.34,6.73,2.44,71.70,0.21,9.54,3.47,1.03,2.95,0.35,4.60,17.68,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.87
314,R2,847.48,172.94,638.48,0.00,1.05,2.44,71.70,0.21,10.96,2.91,2.44,71.70,0.21,6.72,5.08,2.44,71.70,0.21,13.61,6.77,2.44,71.70,0.21,11.66,0.53,2.44,71.70,0.21,0.76,2.75,2.44,71.70,0.21,10.67,3.56,1.03,2.95,0.35,14.94,7.33,1.80,45.00,0.35,274.22,2.96,1.05,3.10,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.05
315,R2,849.27,179.76,622.58,0.00,1.08,2.44,71.70,0.21,11.30,3.00,2.44,71.70,0.21,60.37,3.67,1.03,2.95,0.35,11.84,2.99,1.80,45.00,0.35,255.41,2.91,1.05,3.10,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.58
