S. No,Point_ID,Type,Point X,Point Y, Point Z,Thickness_1,ComponentName_1,MaterialID_1,P1_1,P2_1,P3_1,Distance_1,Thickness_2,ComponentName_2,MaterialID_2,P1_2,P2_2,P3_2,Distance_2,Thickness_3,ComponentName_3,MaterialID_3,P1_3,P2_3,P3_3,Distance_3,Thickness_4,ComponentName_4,MaterialID_4,P1_4,P2_4,P3_4,Distance_4,Thickness_5,ComponentName_5,MaterialID_5,P1_5,P2_5,P3_5,Distance_5,Thickness_6,ComponentName_6,MaterialID_6,P1_6,P2_6,P3_6,Distance_6,Thickness_7,ComponentName_7,MaterialID_7,P1_7,P2_7,P3_7,Distance_7,Thickness_8,ComponentName_8,MaterialID_8,P1_8,P2_8,P3_8,Distance_8,Thickness_9,ComponentName_9,MaterialID_9,P1_9,P2_9,P3_9,Distance_9,Thickness_10,ComponentName_10,MaterialID_10,P1_10,P2_10,P3_10,Distance_10,Thickness_11,ComponentName_11,MaterialID_11,P1_11,P2_11,P3_11,Distance_11,Thickness_12,ComponentName_12,MaterialID_12,P1_12,P2_12,P3_12,Distance_12,Thickness_13,ComponentName_13,MaterialID_13,P1_13,P2_13,P3_13,Distance_13,Thickness_14,ComponentName_14,MaterialID_14,P1_14,P2_14,P3_14,Distance_14,Thickness_15,ComponentName_15,MaterialID_15,P1_15,P2_15,P3_15,Distance_15,Thickness_16,ComponentName_16,MaterialID_16,P1_16,P2_16,P3_16,Distance_16,Thickness_17,ComponentName_17,MaterialID_17,P1_17,P2_17,P3_17,Distance_17,Thickness_18,ComponentName_18,MaterialID_18,P1_18,P2_18,P3_18,Distance_18,Thickness_19,ComponentName_19,MaterialID_19,P1_19,P2_19,P3_19,Distance_19,A3MS
279,P108,R2,1031.63,219.51,549.02,0.698713197,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.22E-13,0.94189778,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.252295913,6.850165675,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.448240388,0.010703384,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.766027728,4.994227763,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,13.20133742,2.140676773,REAR_BRACKET,46072,1.85E-06,24,0.136,14.69463704,2.324213016,A2146801901_600,46101,1.05E-06,3.1,0.32,13.89642178,0.659710582,A2146801901_600,46101,1.05E-06,3.1,0.32,232.3211642,1.168881909,A2146801901_593,40017,5.00E-06,2.4,0,1.42E-13,2.337763872,A2146801901_593,40017,5.00E-06,2.4,0,0,2.454652143,A2146801901_593,40017,5.00E-06,2.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0014
280,P109,R2,1001.85,236.08,586.74,0.678718608,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.22E-13,0.923617241,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.227991105,6.717216299,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.342499856,0.01049565,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.731568559,3.14869514,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.69391065,2.099130107,REAR_BRACKET,46072,1.85E-06,24,0.136,14.71342246,2.975590379,A2146801901_600,46101,1.05E-06,3.1,0.32,251.8881084,0.629600868,A2146802402_4,46064,1.81E-06,44.8,0.35,21.50984977,7.815135559,A2146800102_13,47723,6.80E-07,2.00E-02,0.3,4.560520519,6.813647678,A2146800102_14,46095,1.10E-06,2.2,0.36,63.25927309,2.555367065,A2146800102_14,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3179
281,P110,R2,1019.16,241.35,565.12,0.690270514,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.22E-13,0.933727903,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.241433689,6.790748386,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.169772607,0.531059298,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.700151278,0.010610544,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,2.718611744,23.68899785,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,8.235601614,2.921874337,A2146801901_600,46101,1.05E-06,3.1,0.32,213.0515375,3.049934826,A2146801901_600,46101,1.05E-06,3.1,0.32,9.168901854,4.724793632,A2146801901_600,46101,1.05E-06,3.1,0.32,11.34425066,12.03764544,A2146801901_600,46101,1.05E-06,3.1,0.32,2.895414945,2.599910447,A2146801901_600,46101,1.05E-06,3.1,0.32,15.66665734,2.946220611,A2146800102_14,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2656
282,P111,R2,1029.59,244.09,552.08,0.694874939,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.22E-13,0.94030188,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.25017409,6.838559124,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.170967903,0.536868257,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.731173024,0.010685249,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,23.60452139,3.071495679,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,8.211102088,2.671312158,A2146801901_600,46101,1.05E-06,3.1,0.32,10.02335476,2.760860454,A2146801901_600,46101,1.05E-06,3.1,0.32,159.9668112,18.70915965,A2146801901_600,46101,1.05E-06,3.1,0.32,11.82718976,5.163761692,A2146801901_593,40017,5.00E-06,2.4,0,6.36E-14,5.005184673,A2146801901_593,40017,5.00E-06,2.4,0,10.79806048,6.560041724,A2146800801_459,,,,,21.19880602,3.445538484,A2146800601_455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2395
283,P112,R2,1004.12,207.16,583.3,0.680844769,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.925160469,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.230042896,11.10068228,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.979183874,0.010513187,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.734461753,3.153956143,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.718462,2.102637442,REAR_BRACKET,46072,1.85E-06,24,0.136,12.61582456,2.628296786,A2146801901_600,46101,1.05E-06,3.1,0.32,166.6468946,1.061504707,A2146802402_4,46064,1.81E-06,44.8,0.35,59.25394558,3.277957138,A2146800102_13,47723,6.80E-07,2.00E-02,0.3,48.27646441,3.725658291,A2146800102_14,46095,1.10E-06,2.2,0.36,74.4880645,2.731507338,A2146800102_14,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4937
284,P113,R2,1027.12,194.51,554.16,0.582396934,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.106730405,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,1.64E-12,8.927190734,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.518450072,0.053365202,INNER_SCREEN,46064,1.81E-06,44.8,0.35,6.724015489,3.463605418,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.68056336,2.134608095,REAR_BRACKET,46072,1.85E-06,24,0.136,12.80764855,2.668260115,A2146801901_600,46101,1.05E-06,3.1,0.32,160.3706735,0.841267733,A2146802402_4,46064,1.81E-06,44.8,0.35,39.59946153,5.51734332,A2146802402_4,46064,1.81E-06,44.8,0.35,1.95588226,10.36395076,A2146802402_4,46064,1.81E-06,44.8,0.35,3.090113674,3.382131553,A2146802402_4,46064,1.81E-06,44.8,0.35,58.57787259,7.939951269,A2146800102_14,46095,1.10E-06,2.2,0.36,218.6545251,15.94015694,A2068320500_35,48610,1.09E-06,2.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0041
285,P114,R2,990.51,223.15,600.72,0.574038217,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.104272993,1.14E-13,SCREEN_2,43307,9.70E-08,0.4,0.4,0.312818979,2.772245281,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.353131627,5.842100481,INNER_SCREEN,46064,1.81E-06,44.8,0.35,9.317884819,15.78304324,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,28.2868443,2.606824822,A2146801901_600,46101,1.05E-06,3.1,0.32,214.7901222,6.47085846,A2146800102_13,47723,6.80E-07,2.00E-02,0.3,92.57601645,5.42548331,A2146800102_14,46095,1.10E-06,2.2,0.36,32.6501732,2.645805124,A2146800102_14,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2846
286,P115,R2,982.21,186.18,610.39,0.574623618,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.103827384,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,1.142100814,1.765065534,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,12.87459609,3.696985543,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,2.54195524,3.991140429,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,145.5162699,6.384752583,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6525
287,P116,R2,988.93,256.68,603.39,0.5737156,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.10414772,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,15.83045337,3.645170183,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.05994213,2.082954408,REAR_BRACKET,46072,1.85E-06,24,0.136,26.97425934,2.603692988,A2146801901_600,46101,1.05E-06,3.1,0.32,52.49335876,3.720320665,A2146802402_4,46064,1.81E-06,44.8,0.35,133.2392913,1.733094657,A2146800601_454,47735,1.01E-06,2.291517,0.3,2.82926239,4.955727023,A2146800601_454,47735,1.01E-06,2.291517,0.3,0.498227004,2.149660125,A2146800601_454,47735,1.01E-06,2.291517,0.3,6.65E-07,1.832100366,A2146800601_454,47735,1.01E-06,2.291517,0.3,0.317559094,3.862670538,A2146800601_454,47735,1.01E-06,2.291517,0.3,4.591692304,1.632092898,A2146800601_454,47735,1.01E-06,2.291517,0.3,14.49035804,1.632092898,A2146800601_454,47735,1.01E-06,2.291517,0.3,38.96175952,0.62407125,A2146802402_4,46064,1.81E-06,44.8,0.35,51.40719857,3.061547325,A2146800102_14,46095,1.10E-06,2.2,0.36,23.95767822,3.288903054,A2146800102_14,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,59.2724
288,P117,R2,1001.85,261.72,587.27,0.682278389,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.923382702,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.227679274,6.983162868,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.073490897,0.010492985,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.731128852,3.147895575,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,33.09912033,2.977106213,A2146801901_600,46101,1.05E-06,3.1,0.32,40.53491893,3.729182765,A2146802402_4,46064,1.81E-06,44.8,0.35,7.128363319,2.997279773,A2146802402_4,46064,1.81E-06,44.8,0.35,139.4403653,2.194346946,A2146800601_454,47735,1.01E-06,2.291517,0.3,15.5588268,2.498329919,A2146800601_454,47735,1.01E-06,2.291517,0.3,2.268220501,3.911858546,A2146800601_454,47735,1.01E-06,2.291517,0.3,29.09565343,0.744798956,A2146802402_4,46064,1.81E-06,44.8,0.35,2.741638638,0.611974044,A2146802402_4,46064,1.81E-06,44.8,0.35,0.001019246,0.734636702,A2146802402_4,46064,1.81E-06,44.8,0.35,44.98410031,8.915343349,A2146800102_14,46095,1.10E-06,2.2,0.36,26.2449735,7.449354127,A2146800102_14,46095,1.10E-06,2.2,0.36,10.00745631,3.522982714,A2146800102_14,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,63.5242
289,P118,R2,1015.13,265.57,570.67,0.684841564,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.22E-13,0.931038049,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.237857406,6.771185812,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.169283532,0.52935748,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.686783191,0.010579978,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.745480856,3.173993349,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,45.33185183,2.17666927,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,4.854304128,1.494369339,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.45822036,4.431737071,A2146802402_4,46064,1.81E-06,44.8,0.35,125.0251374,2.539675755,A2146800601_441,47739,1.01E-06,2.291517,0.3,1.690009521,5.505394337,A2146800601_441,47739,1.01E-06,2.291517,0.3,89.63944021,2.835028587,A2146801901_600,46101,1.05E-06,3.1,0.32,3.189992113,8.736362432,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7625
290,P119,R2,1025.09,267.54,558.2,0.686194705,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.937169702,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.246009717,6.815779648,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.170398403,0.534963904,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.715529349,0.010649656,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,23.58877047,2.821610979,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,17.36344275,6.398051389,A2146802402_4,46064,1.81E-06,44.8,0.35,1.877363714,7.82234881,A2146801901_600,46101,1.05E-06,3.1,0.32,8.5897858,3.03857527,A2146801901_600,46101,1.05E-06,3.1,0.32,125.0085161,2.50621224,A2146800601_441,47739,1.01E-06,2.291517,0.3,10.44865428,3.362310533,A2146800601_441,47739,1.01E-06,2.291517,0.3,3.294239783,2.649717133,A2146800601_441,47739,1.01E-06,2.291517,0.3,20.07674082,4.210110934,A2146801901_600,46101,1.05E-06,3.1,0.32,16.99414763,2.755454075,A2146801901_593,40017,5.00E-06,2.4,0,19.41461969,4.514071437,A2146800801_459,,,,,8.086708746,2.961548179,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9286
291,P120,R2,1027.41,271.07,555.37,0.694392472,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.22E-13,0.938609414,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.247923879,6.82625028,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.170660175,0.536198721,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.722360518,0.010666016,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,23.62500834,2.61703009,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,16.75470441,4.621123809,A2146801901_600,46101,1.05E-06,3.1,0.32,22.23528027,3.047374434,A2146801901_600,46101,1.05E-06,3.1,0.32,122.7716691,23.83618045,A2146800601_441,47739,1.01E-06,2.291517,0.3,49.12694019,6.782770584,A2146800801_459,,,,,18.61641764,2.76218165,A2146800601_455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.718
292,P121,R2,989.04,287.3,603.88,0.574881646,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.104124947,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,15.826992,3.123748421,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.57749263,2.082498964,REAR_BRACKET,46072,1.85E-06,24,0.136,26.96836136,2.603123684,A2146801901_600,46101,1.05E-06,3.1,0.32,46.58456632,3.109920219,A2146802402_4,46064,1.81E-06,44.8,0.35,51.55908122,3.185586578,A2146800801_459,,,,,132.5142356,12.07376065,A2146800801_459,,,,,20.72194026,0.624422782,A2146802402_4,46064,1.81E-06,44.8,0.35,48.17220355,6.30771888,A2146800102_14,46095,1.10E-06,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.121
293,P122,R2,1003.16,287.51,586.15,0.680975479,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.923880664,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.228341338,6.719132103,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.167982159,0.524881405,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.651160016,0.010498644,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.732062416,3.149593173,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.69810148,2.099728792,REAR_BRACKET,46072,1.85E-06,24,0.136,15.86183771,2.973836101,A2146801901_600,46101,1.05E-06,3.1,0.32,17.58902968,14.24087404,A2146802402_4,46064,1.81E-06,44.8,0.35,1.167916497,3.046345414,A2146802402_4,46064,1.81E-06,44.8,0.35,49.1928318,3.120085056,A2146800801_459,,,,,143.4213598,2.908966418,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7787
294,P123,R2,1015.89,293.89,570.3,0.688364474,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.931216245,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.238094326,6.772481783,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.169315932,0.52921825,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.687920764,0.010582003,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.745814933,3.703700975,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,13.30458765,0.927210581,REAR_BRACKET,46072,1.85E-06,24,0.136,83.30298873,3.066509607,A2146800801_459,,,,,144.7980964,2.869193416,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6049
295,P124,R2,1022.73,297.58,561.78,0.686590666,INNER_SCREEN,46064,1.81E-06,44.8,0.35,3.22E-13,0.935375981,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.243624883,6.802734405,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.170072264,0.532203543,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.708240389,0.010629273,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,4.719195411,21.10282568,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,37.10657931,5.648797267,A2146801901_600,46101,1.05E-06,3.1,0.32,22.52509717,3.039487299,A2146800801_459,,,,,145.5014073,2.849157658,A2146800801_459,,,,,21.22787539,3.762814724,A2146800801_459,,,,,3.408642124,3.020335909,A2146800801_459,,,,,0.138669172,5.024313362,A2146800801_459,,,,,1.929245276,3.003695725,A2146800801_459,,,,,2.052433343,4.831094456,A2146800801_459,,,,,0.577478675,3.352167534,A2146800601_454,47735,1.01E-06,2.291517,0.3,0.059451291,8.284496758,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1669
296,P125,R2,989.95,313.24,603.26,0.569945766,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.104153674,0,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,15.92852542,3.303154652,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.30580301,1.995346456,REAR_BRACKET,46072,1.85E-06,24,0.136,129.9336696,3.183199978,A2146800801_459,,,,,141.9063833,2.955864556,A2146800801_459,,,,,18.0122477,1.026262399,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6311
297,P126,R2,1003.68,311.76,586,0.685624657,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.923948832,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.22843197,6.719627869,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.167994553,0.524934084,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.651489247,0.010499419,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.732190215,3.674796491,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,14.17421504,2.099883717,REAR_BRACKET,46072,1.85E-06,24,0.136,16.54621483,2.973365439,A2146801901_600,46101,1.05E-06,3.1,0.32,84.30067456,3.119547308,A2146800801_459,,,,,143.4986158,2.908566977,A2146800801_459,,,,,14.27762695,0.61215925,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0566
298,P127,R2,1015.61,322.83,571.25,0.692424047,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.930762984,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.237491695,6.76918534,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.169233519,0.5289377,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.685661919,0.010576852,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,6.073146824,3.897131048,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,9.687528718,11.45309246,REAR_BRACKET,46072,1.85E-06,24,0.136,17.90499754,2.714074621,A2146801901_600,46101,1.05E-06,3.1,0.32,52.55860241,3.069589146,A2146800801_459,,,,,144.794286,2.871478014,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.71
299,P128,R2,990.36,339.09,603.27,0.567478042,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.104153139,1.14E-13,SCREEN_2,43307,9.70E-08,0.4,0.4,36.32331609,6.050088143,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,20.22263235,2.603828477,A2146801901_600,46101,1.05E-06,3.1,0.32,100.2568086,3.183244291,A2146800801_459,,,,,40.63495954,5.652839407,A0008990188_59,,,,,2.512416543,3.47910036,A0008990188_59,,,,,3.669059584,7.543878888,A0008990188_59,,,,,0.530333443,35.77978136,A0008990188_59,,,,,3.953258661,4.086474277,A0008990188_59,,,,,34.13196315,2.955897489,A2146800801_459,,,,,17.83535991,0.623987838,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9683
300,P129,R2,1004.33,333.62,585.62,0.678636471,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.924116763,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.228655242,6.720849187,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.168025087,0.525078128,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.652286038,0.010501327,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,3.110654631,3.651662274,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,6.250349582,2.139071457,REAR_BRACKET,46072,1.85E-06,24,0.136,26.72928434,1.751776914,REAR_BRACKET,46072,1.85E-06,24,0.136,5.25066343,0.581267202,A2146801901_600,46101,1.05E-06,3.1,0.32,75.46579042,3.118226056,A2146800801_459,,,,,79.10458058,9.098031757,A0008990188_59,,,,,7.032860466,5.759571557,A0008990188_59,,,,,4.186951476,1.231456317,A0008990188_59,,,,,37.17537355,2.907585561,A2146800801_459,,,,,14.21459043,0.559340753,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7901
301,P130,R2,1016.22,345.49,570.94,0.687620859,INNER_SCREEN,46064,1.81E-06,44.8,0.35,2.54E-13,0.930909704,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.237686765,6.77025239,INNER_SCREEN,46064,1.81E-06,44.8,0.35,0.169260195,0.529114358,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.686307257,0.010578519,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,41.82007893,2.13345355,REAR_BRACKET,46072,1.85E-06,24,0.136,59.87955054,3.068589252,A2146800801_459,,,,,144.8780632,2.870736204,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2905
302,P131,R2,988.83,363.77,605.71,0.576138247,INNER_SUPPORT_BRACKET,46032,2.70E-06,70,0.3,0.104040318,1.14E-13,SCREEN_2,43307,9.70E-08,0.4,0.4,1.144442978,1.768685411,SIDE_SUPPORT_BRACKETS,46008,9.70E-08,0.4,0.4,12.901,3.641411143,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,6.063695429,2.115475713,REAR_BRACKET,46072,1.85E-06,24,0.136,34.89352067,2.601007959,A2146801901_600,46101,1.05E-06,3.1,0.32,104.0269244,3.192709282,A2146800801_459,,,,,40.65890649,5.669051875,A0008990188_59,,,,,2.519622209,6.677374065,A0008990188_59,,,,,3.008276481,43.98240061,A0008990188_59,,,,,4.283357756,1.259811105,A0008990188_59,,,,,33.74565052,2.962931775,A2146800801_459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8988
303,P132,R2,999.1,352.79,592.58,0.67727016,INNER_SCREEN,46064,1.81E-06,44.8,0.35,4.10E-13,0.921054582,INNER_SCREEN,46064,1.81E-06,44.8,0.35,1.224583933,6.698578781,INNER_SCREEN,46064,1.81E-06,44.8,0.35,5.327676612,0.010466529,PCB_RIGHTSCREEN,46079,1.28E-06,4.5,0.36,1.836279016,3.255212485,REAR_SUPPORT_BRACKET,46063,2.66E-06,70,0.3,7.364845813,2.130666194,REAR_BRACKET,46072,1.85E-06,24,0.136,34.13447742,2.616632336,A2146801901_600,46101,1.05E-06,3.1,0.32,83.84030665,3.143128682,A2146800801_459,,,,,57.17727776,4.757943171,A0008990188_59,,,,,3.302274876,11.81313391,A0008990188_59,,,,,6.716519547,15.25802183,A0008990188_59,,,,,2.978248926,0.248187411,A0008990188_59,,,,,1.240937053,3.474623747,A0008990188_59,,,,,36.04617598,2.92608619,A2146800801_459,,,,,16.76534688,0.616538579,A2146802402_4,46064,1.81E-06,44.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7495
